# u[lambda]	v[lamda]	Re(V)[Jy]	Im(V)[Jy]	weight
9.377520e+05	1.245311e+05	1.152641e-02	5.637223e-03	1.035401e+05
1.875297e+04	7.997850e+04	2.294849e-01	-6.873318e-03	1.459657e+05
1.943073e+05	-1.921965e+04	1.232005e-01	1.070869e-02	1.473030e+05
-3.440193e+03	-1.264396e+05	1.799039e-01	8.374526e-03	1.482178e+05
-1.640102e+05	-1.580518e+05	1.226458e-01	8.601088e-03	1.452259e+05
5.365425e+05	-2.089916e+05	-1.040983e-02	-1.335685e-03	1.300853e+05
1.095967e+05	-4.104917e+04	1.884097e-01	4.009579e-03	1.469574e+05
8.226739e+04	-6.096591e+04	2.023267e-01	1.263394e-02	1.531298e+05
3.123302e+05	-3.184299e+05	2.959595e-02	5.797215e-03	1.394295e+05
4.420491e+05	-5.449437e+04	4.926101e-02	4.080394e-03	1.502527e+05
9.549227e+04	-8.330666e+04	1.756251e-01	7.549828e-03	1.442062e+05
-5.604097e+05	4.996018e+05	1.511542e-02	-9.736649e-03	1.410956e+05
-2.914317e+05	2.546490e+05	5.291126e-02	5.290110e-04	1.536810e+05
1.738116e+05	2.222998e+05	1.040482e-01	-1.209375e-02	1.595924e+05
8.022265e+04	1.074797e+05	1.820510e-01	-1.458562e-02	1.371458e+05
-4.385357e+04	-2.090246e+05	1.143598e-01	1.116240e-02	1.507413e+05
1.496725e+05	-3.255770e+04	1.690780e-01	6.002273e-03	1.330188e+05
-3.965691e+05	-2.553315e+05	5.390838e-02	4.406873e-03	1.457056e+05
2.594005e+05	-1.044341e+05	9.194340e-02	5.325534e-03	1.601717e+05
7.434083e+04	-4.043686e+04	2.223246e-01	7.908387e-03	1.532820e+05
-8.695802e+05	2.802657e+05	1.892394e-03	4.791942e-03	1.406256e+05
9.885212e+05	-5.380956e+05	1.405428e-02	3.790584e-03	1.618884e+05
1.175990e+04	6.977220e+05	1.875682e-02	-1.035781e-03	1.246038e+05
-6.838605e+04	1.531465e+05	1.342354e-01	-8.002672e-03	1.208847e+05
1.313008e+06	-2.195078e+05	1.631601e-03	-1.608580e-03	1.701066e+05
1.657819e+05	3.817789e+04	1.541478e-01	3.979195e-03	1.469785e+05
9.689923e+04	-6.156532e+04	1.864858e-01	1.525755e-02	1.611047e+05
2.908424e+05	6.029854e+04	8.938473e-02	3.403821e-03	1.586035e+05
1.052593e+05	-2.278888e+05	8.722989e-02	1.292034e-02	1.413283e+05
2.344296e+05	-5.581347e+04	9.848973e-02	4.608298e-03	1.469650e+05
6.270768e+05	-1.066705e+06	-1.782673e-03	9.218453e-03	1.692589e+05
-1.070094e+05	-7.420960e+04	2.006039e-01	-5.225711e-03	1.271520e+05
-8.845684e+04	6.904986e+04	1.907760e-01	-1.159776e-02	1.239140e+05
-8.479642e+04	-3.598981e+05	7.444913e-02	1.239661e-02	1.466538e+05
8.197727e+05	3.401828e+05	2.961079e-02	4.225508e-03	1.748338e+05
-1.261028e+06	7.555961e+05	1.537641e-02	-9.179640e-03	1.599917e+05
-9.666262e+05	1.145741e+05	5.516966e-03	4.304391e-03	1.254705e+05
-6.748894e+05	6.346393e+05	7.898212e-03	1.526694e-03	1.491184e+05
7.721371e+04	8.721565e+05	2.919849e-03	-4.400772e-03	9.961881e+04
-8.417797e+05	8.276260e+05	7.691323e-03	5.483323e-03	1.409110e+05
-6.662246e+05	7.284227e+05	2.248706e-02	-2.937872e-03	1.422932e+05
-8.639709e+05	6.212106e+05	2.083308e-03	9.520930e-05	1.432468e+05
-1.024539e+06	5.895991e+05	8.777093e-03	-1.148922e-02	1.399798e+05
-3.239901e+05	5.386475e+05	5.407206e-03	-1.154660e-03	1.250637e+05
-7.509354e+05	7.065979e+05	1.041624e-02	-1.248892e-03	1.419346e+05
-7.782633e+05	6.866781e+05	1.009707e-02	2.093125e-03	1.473352e+05
-5.481988e+05	4.292109e+05	2.070434e-02	-1.049224e-03	1.346919e+05
-4.184860e+05	6.931505e+05	1.167121e-02	2.327615e-03	1.454061e+05
-7.650388e+05	6.643392e+05	1.684880e-02	-1.307595e-03	1.390691e+05
-1.420944e+06	1.247258e+06	-4.621713e-03	-3.133585e-04	1.363647e+05
-1.151964e+06	1.002300e+06	9.587203e-03	-1.944933e-04	1.481821e+05
-6.867233e+05	9.699424e+05	-1.918610e-03	-1.445221e-03	1.539206e+05
-7.803089e+05	8.551196e+05	1.082770e-02	2.214271e-03	1.319902e+05
-9.043817e+05	5.386216e+05	1.239335e-02	-4.175116e-03	1.456943e+05
-7.108597e+05	7.150879e+05	1.838284e-02	5.364615e-03	1.284826e+05
-1.257094e+06	4.923174e+05	6.301265e-03	4.847573e-03	1.403791e+05
-6.011324e+05	6.432132e+05	1.237006e-02	1.506350e-03	1.544772e+05
-7.861920e+05	7.072142e+05	1.603459e-02	-8.755398e-03	1.481032e+05
-1.730107e+06	1.027915e+06	1.752804e-03	6.274196e-04	1.363006e+05
1.279874e+05	2.095438e+05	1.058046e-01	-6.608895e-03	1.566230e+05
-8.487829e+05	1.445377e+06	-2.793529e-03	3.445586e-03	1.207916e+05
-9.289192e+05	9.007959e+05	1.213964e-02	-7.287994e-03	1.165955e+05
4.524712e+05	5.281135e+05	-3.915766e-04	2.380206e-03	1.640861e+05
-6.947512e+05	7.858232e+05	1.247815e-02	-2.025118e-02	1.416379e+05
-7.636322e+05	6.860809e+05	3.137543e-03	-6.320542e-03	1.555170e+05
-5.696919e+05	8.079415e+05	8.062979e-03	-4.978769e-03	1.529869e+05
-7.552691e+05	5.197539e+05	1.302004e-02	1.791556e-03	1.362149e+05
-6.261021e+05	6.918281e+05	5.629326e-03	1.728208e-03	1.422371e+05
-2.334447e+05	-3.190703e+05	7.816576e-02	-6.185174e-03	1.637487e+05
-9.675394e+05	6.734395e+05	1.298089e-02	-9.633771e-03	1.225495e+05
-9.489897e+05	8.167024e+05	1.607047e-03	1.955890e-05	1.199232e+05
-9.453222e+05	3.877486e+05	1.682136e-02	-1.771193e-03	1.416546e+05
-4.077049e+04	1.087822e+06	7.270368e-03	-7.563435e-03	1.682358e+05
2.943949e+05	-6.410382e+05	1.728052e-02	8.452714e-04	1.482826e+05
5.861411e+05	-1.209547e+05	-5.365517e-03	-4.182292e-03	1.765110e+05
1.338256e+06	1.165917e+05	1.370200e-02	-1.579778e-02	1.178001e+05
4.192520e+05	7.203343e+04	6.816148e-02	3.413018e-03	1.668010e+05
5.948077e+05	-2.716322e+04	-3.732194e-03	-2.236724e-03	1.685133e+05
3.970581e+05	-1.343859e+05	5.477152e-02	7.927748e-03	1.696266e+05
2.364885e+05	-1.659976e+05	8.072335e-02	1.175433e-02	1.655959e+05
9.370428e+05	-2.169354e+05	-7.237648e-04	5.276259e-04	1.478291e+05
5.100957e+05	-4.899451e+04	1.994979e-02	-5.186704e-03	1.680476e+05
4.827676e+05	-6.890971e+04	3.181427e-02	3.159860e-03	1.742043e+05
7.128310e+05	-3.263733e+05	2.246779e-02	-1.351423e-03	1.594996e+05
8.425475e+05	-6.244033e+04	1.809936e-02	4.884590e-03	1.722847e+05
4.959918e+05	-9.125135e+04	1.755948e-02	4.467797e-03	1.645584e+05
-1.599121e+05	4.916553e+05	8.207112e-03	-5.460174e-03	1.614400e+05
1.090672e+05	2.467038e+05	9.427046e-02	-4.392689e-03	1.753211e+05
5.743117e+05	2.143563e+05	6.621503e-04	2.529311e-03	1.821677e+05
4.807243e+05	9.953782e+04	3.583957e-02	-1.013690e-02	1.560992e+05
3.566465e+05	-2.169688e+05	5.854239e-02	5.146362e-03	1.725647e+05
5.501718e+05	-4.050256e+04	1.899603e-03	-1.339059e-03	1.521181e+05
3.931313e+03	-2.632753e+05	9.061555e-02	1.003542e-02	1.660875e+05
6.598988e+05	-1.123802e+05	-3.299618e-03	3.347363e-03	1.827787e+05
4.748384e+05	-4.838387e+04	4.276776e-02	6.967147e-03	1.753369e+05
-4.690784e+05	2.723243e+05	-8.467965e-03	1.734858e-04	1.616770e+05
1.389020e+06	-5.460417e+05	1.380848e-02	9.380644e-03	1.855698e+05
4.122554e+05	6.897734e+05	1.745476e-02	-9.847965e-03	1.431898e+05
3.321126e+05	1.452009e+05	8.609789e-02	-2.603107e-03	1.379602e+05
1.713512e+06	-2.274471e+05	6.889653e-03	-7.605400e-03	1.942996e+05
5.662813e+05	3.023310e+04	-1.327044e-03	5.772745e-03	1.675616e+05
4.973986e+05	-6.951018e+04	2.437678e-02	8.719452e-03	1.840828e+05
6.913421e+05	5.235421e+04	-3.330194e-03	1.076626e-03	1.810526e+05
5.057601e+05	-2.358321e+05	-1.094776e-02	-6.332697e-03	1.611709e+05
6.349302e+05	-6.375686e+04	-2.448429e-03	-2.122840e-03	1.685722e+05
1.027579e+06	-1.074648e+06	2.635159e-03	3.256448e-03	1.941481e+05
2.934897e+05	-8.215481e+04	7.713684e-02	9.364976e-03	1.449751e+05
3.120407e+05	6.110294e+04	9.285681e-02	1.120815e-03	1.420778e+05
3.157038e+05	-3.678423e+05	1.031752e-02	-6.839636e-03	1.677313e+05
1.220271e+06	3.322375e+05	1.684569e-02	6.146360e-03	1.989867e+05
2.917398e+05	5.200755e+05	-4.245354e-03	-5.053882e-03	1.384360e+05
1.043849e+06	7.576052e+05	1.332975e-02	4.019091e-03	9.313400e+04
1.248505e+05	7.130654e+05	1.929815e-02	1.563092e-04	1.308724e+05
3.004085e+05	6.138650e+05	-1.985366e-02	5.244644e-03	1.319033e+05
1.026590e+05	5.066473e+05	6.206332e-03	-3.876222e-03	1.327243e+05
-5.790727e+04	4.750377e+05	2.036023e-02	-6.674225e-03	1.305006e+05
6.426427e+05	4.240878e+05	6.981872e-03	-1.530334e-03	1.172331e+05
2.156951e+05	5.920363e+05	-1.146963e-02	-1.062463e-03	1.316814e+05
1.883702e+05	5.721204e+05	-1.150480e-02	3.316531e-03	1.378664e+05
4.184366e+05	3.146530e+05	4.082067e-02	1.282487e-03	1.248494e+05
5.481417e+05	5.785859e+05	1.288053e-02	2.404985e-03	1.342854e+05
2.015932e+05	5.497792e+05	-6.343677e-03	-8.763242e-03	1.294626e+05
-4.543169e+05	1.132697e+06	-3.370477e-03	-1.686249e-03	1.263758e+05
-1.853343e+05	8.877406e+05	1.116983e-03	-1.739790e-03	1.380213e+05
2.799077e+05	8.553848e+05	1.277416e-02	-5.097244e-03	1.432152e+05
1.863268e+05	7.405665e+05	1.599589e-02	4.590386e-03	1.233804e+05
6.225301e+04	4.240635e+05	4.829473e-02	-2.252429e-03	1.349072e+05
2.557712e+05	6.005273e+05	-3.736026e-03	2.947379e-03	1.191720e+05
-2.904565e+05	3.777620e+05	1.202940e-02	8.826873e-03	1.309450e+05
3.654964e+05	5.286489e+05	-1.185017e-02	-1.113145e-03	1.438235e+05
1.804355e+05	5.926487e+05	-1.124497e-02	-1.472275e-03	1.373345e+05
-7.634677e+05	9.133670e+05	3.598029e-03	5.709738e-03	1.252992e+05
1.094616e+06	9.497638e+04	1.448638e-02	5.744689e-03	1.447251e+05
1.178355e+05	1.330808e+06	-3.941898e-03	3.376927e-03	1.111735e+05
3.770987e+04	7.862346e+05	2.156388e-02	-1.862133e-03	1.085285e+05
1.419108e+06	4.135609e+05	-5.278473e-03	-1.460323e-03	1.524390e+05
2.718793e+05	6.712626e+05	6.998598e-03	-7.694544e-03	1.320772e+05
2.029993e+05	5.715205e+05	-4.936551e-03	3.734186e-03	1.444522e+05
3.969386e+05	6.933815e+05	1.668731e-02	-5.844652e-03	1.423286e+05
2.113667e+05	4.051973e+05	5.490977e-02	-4.354000e-03	1.269332e+05
3.405315e+05	5.772706e+05	-1.423900e-02	-4.876500e-04	1.312576e+05
7.331983e+05	-4.336267e+05	3.659007e-03	7.140179e-03	1.511606e+05
-9.075903e+02	5.588792e+05	-1.773314e-02	4.719429e-04	1.142568e+05
1.763769e+04	7.021379e+05	8.343661e-03	-5.946053e-03	1.107715e+05
2.131397e+04	2.731907e+05	9.044713e-02	-1.306265e-02	1.313646e+05
9.258532e+05	9.732578e+05	6.591951e-03	3.858216e-03	1.573810e+05
7.521057e+05	2.375341e+05	8.385142e-03	5.331078e-03	1.099703e+05
-1.668901e+05	1.929872e+05	9.326318e-02	-8.734643e-03	1.554711e+05
8.664064e+03	9.378777e+04	2.136414e-01	-2.758563e-03	1.569990e+05
-1.890824e+05	-1.343032e+04	1.422580e-01	-2.700756e-03	1.580239e+05
-3.496519e+05	-4.504220e+04	7.324262e-02	-2.428103e-03	1.544626e+05
3.508990e+05	-9.598522e+04	6.694285e-02	5.956145e-03	1.380509e+05
-7.604617e+04	7.195935e+04	1.966205e-01	-3.862505e-03	1.565935e+05
-1.033754e+05	5.204199e+04	1.879160e-01	-3.858362e-03	1.626207e+05
1.266879e+05	-2.054229e+05	8.998344e-02	3.155079e-03	1.486098e+05
2.564053e+05	5.851336e+04	9.887693e-02	5.750200e-03	1.603907e+05
-9.015041e+04	2.970161e+04	2.160841e-01	-3.803781e-04	1.534562e+05
-7.460528e+05	6.126130e+05	2.080113e-03	-5.817867e-03	1.504220e+05
-4.770747e+05	3.676588e+05	3.431869e-03	-2.722127e-03	1.635096e+05
-1.183258e+04	3.353073e+05	7.002575e-02	-1.763063e-02	1.698532e+05
-1.054208e+05	2.204867e+05	9.358774e-02	-1.043987e-02	1.456912e+05
-2.294954e+05	-9.601610e+04	1.038910e-01	-3.723225e-03	1.607379e+05
-3.597054e+04	8.045047e+04	2.174199e-01	-3.610527e-03	1.417512e+05
-5.822099e+05	-1.423221e+05	8.951188e-03	1.722867e-03	1.549262e+05
7.375751e+04	8.574360e+03	2.486676e-01	-4.925057e-03	1.704482e+05
-1.113019e+05	7.257256e+04	1.707634e-01	-8.243145e-03	1.633780e+05
-1.055222e+06	3.932756e+05	1.763465e-02	-7.138320e-03	1.503540e+05
8.028778e+05	-4.250896e+05	5.282418e-03	4.947496e-03	1.727719e+05
-1.738857e+05	8.107324e+05	1.984073e-02	-1.356316e-02	1.332035e+05
-2.540292e+05	2.661557e+05	5.964267e-02	-2.059977e-02	1.286500e+05
1.127362e+06	-1.065060e+05	1.515249e-02	2.664161e-03	1.811081e+05
-1.986140e+04	1.511860e+05	1.554017e-01	-5.413823e-03	1.563038e+05
-8.874353e+04	5.144303e+04	1.995060e-01	-5.592375e-03	1.715872e+05
1.051986e+05	1.733060e+05	1.252007e-01	-7.767631e-03	1.688141e+05
-8.038283e+04	-1.148812e+05	1.824230e-01	1.129339e-02	1.503250e+05
4.878643e+04	5.719374e+04	2.472004e-01	-6.296224e-03	1.569099e+05
4.414366e+05	-9.536999e+05	9.498462e-03	5.240034e-03	1.806755e+05
-2.926516e+05	3.879956e+04	8.116774e-02	-1.755909e-03	1.352327e+05
-2.740996e+05	1.820598e+05	7.599477e-02	2.884777e-03	1.322734e+05
-2.704375e+05	-2.468895e+05	8.252130e-02	3.854346e-03	1.562888e+05
6.341261e+05	4.531890e+05	3.779250e-03	1.536823e-03	1.856962e+05
-9.189965e+05	-4.455170e+04	1.905330e-02	1.909094e-03	1.039772e+05
-7.434465e+05	-1.437510e+05	-1.712819e-03	-1.333080e-03	1.048404e+05
-9.411906e+05	-2.509672e+05	9.510801e-03	-1.995539e-03	1.054145e+05
-1.101765e+06	-2.825827e+05	8.139959e-03	1.751326e-03	1.036325e+05
-4.012104e+05	-3.335179e+05	4.836977e-02	1.025889e-03	9.315574e+04
-8.281533e+05	-1.655775e+05	1.928301e-02	-3.245299e-03	1.046085e+05
-8.554879e+05	-1.854983e+05	1.186411e-02	-6.014470e-03	1.095434e+05
-6.254291e+05	-4.429601e+05	-3.525912e-03	-9.938561e-03	9.925961e+04
-4.956951e+05	-1.790166e+05	2.822861e-02	1.240343e-03	1.066805e+05
-8.422608e+05	-2.078367e+05	2.430059e-02	2.124654e-03	1.028653e+05
-1.498154e+06	3.750669e+05	1.492269e-02	3.172620e-04	1.003886e+05
-1.229181e+06	1.301148e+05	1.412870e-02	-6.878269e-03	1.096376e+05
-7.639372e+05	9.776825e+04	1.005033e-02	-1.818641e-03	1.138199e+05
-8.575350e+05	-1.705733e+04	2.793066e-02	-1.766338e-03	9.809623e+04
-9.816124e+05	-3.335578e+05	6.455502e-03	1.668008e-03	1.072086e+05
-7.880783e+05	-1.570866e+05	1.217777e-02	7.971614e-03	9.470124e+04
-1.334334e+06	-3.798704e+05	1.316337e-02	-6.292554e-03	1.040152e+05
-6.783468e+05	-2.289584e+05	-7.778467e-03	-8.346731e-04	1.142252e+05
-8.634048e+05	-1.649617e+05	1.904033e-02	-6.903737e-03	1.090649e+05
-1.807346e+06	1.557150e+05	-8.338830e-03	6.160650e-03	9.962049e+04
5.077441e+04	-6.626102e+05	2.411302e-03	-2.654589e-03	1.149689e+05
-9.259657e+05	5.732005e+05	1.552973e-02	3.508325e-04	8.824010e+04
-1.006134e+06	2.861620e+04	-3.866678e-03	2.384070e-03	8.620998e+04
3.752525e+05	-3.440338e+05	3.490360e-03	-6.749673e-03	1.213362e+05
-7.719674e+05	-8.635094e+04	1.312722e-03	-2.969926e-03	1.049211e+05
-8.408529e+05	-1.860950e+05	2.548627e-02	6.793022e-04	1.147834e+05
-6.469061e+05	-6.422970e+04	-9.616374e-03	9.186876e-03	1.131040e+05
-8.325008e+05	-3.524221e+05	2.448571e-02	-1.819167e-03	1.008865e+05
-7.033250e+05	-1.803447e+05	-9.672776e-03	-1.270483e-03	1.043513e+05
-3.106974e+05	-1.191234e+06	1.469813e-02	-1.184994e-03	1.201195e+05
-1.044763e+06	-1.987412e+05	4.151253e-03	-1.048739e-02	9.075539e+04
-1.026202e+06	-5.547730e+04	1.071480e-02	3.152196e-03	8.796536e+04
-1.022559e+06	-4.844319e+05	5.534311e-03	3.691494e-03	1.043966e+05
-1.179590e+05	2.156642e+05	8.725424e-02	-1.423904e-02	1.249242e+05
1.755538e+05	-9.919833e+04	1.101903e-01	1.243943e-02	1.483688e+05
-2.219261e+04	-2.064181e+05	1.223850e-01	1.322356e-02	1.493238e+05
-1.827627e+05	-2.380302e+05	1.018093e-01	2.420177e-03	1.460087e+05
5.177889e+05	-2.889705e+05	1.819030e-03	-1.454274e-03	1.305396e+05
9.084385e+04	-1.210277e+05	1.426341e-01	1.752787e-02	1.479861e+05
6.351410e+04	-1.409445e+05	1.499010e-01	6.183622e-03	1.537571e+05
2.935768e+05	-3.984087e+05	3.508621e-03	-2.322495e-05	1.404387e+05
4.232961e+05	-1.344731e+05	3.709510e-02	7.341929e-03	1.515362e+05
7.673926e+04	-1.632852e+05	1.303741e-01	5.363260e-03	1.450482e+05
-5.791621e+05	4.196237e+05	1.587127e-02	-1.115114e-02	1.421364e+05
-3.101845e+05	1.746707e+05	7.255468e-02	-1.944985e-02	1.545533e+05
1.550579e+05	1.423212e+05	1.228025e-01	-2.524270e-03	1.605476e+05
6.146864e+04	2.750100e+04	2.480560e-01	4.100623e-03	1.377476e+05
-6.260653e+04	-2.890031e+05	8.480412e-02	1.224554e-02	1.518904e+05
1.309194e+05	-1.125363e+05	1.268848e-01	1.123917e-02	1.339574e+05
-4.153219e+05	-3.353098e+05	3.183796e-02	9.320105e-04	1.464598e+05
2.406478e+05	-1.844127e+05	8.539529e-02	9.532974e-03	1.611064e+05
5.558851e+04	-1.204153e+05	1.632801e-01	8.619267e-03	1.543859e+05
-8.883338e+05	2.002876e+05	1.073638e-02	8.068899e-04	1.420339e+05
9.697683e+05	-6.180747e+05	7.353985e-03	5.755386e-03	1.632412e+05
-6.992521e+03	6.177437e+05	-5.858286e-03	5.801426e-05	1.258211e+05
-8.713887e+04	7.316805e+04	1.990934e-01	-1.131266e-02	1.215978e+05
1.294252e+06	-2.994874e+05	-5.000526e-03	-6.040720e-03	1.711902e+05
1.470288e+05	-4.180072e+04	1.523222e-01	2.285358e-03	1.477546e+05
7.814626e+04	-1.415439e+05	1.395427e-01	1.333298e-02	1.621653e+05
2.720890e+05	-1.968017e+04	9.096957e-02	4.034520e-03	1.595610e+05
8.650599e+04	-3.078675e+05	7.113700e-02	5.430535e-03	1.421011e+05
2.156761e+05	-1.357922e+05	8.899418e-02	8.842617e-03	1.482491e+05
6.083235e+05	-1.146684e+06	6.064373e-03	2.013727e-03	1.707229e+05
-1.257621e+05	-1.541880e+05	1.309400e-01	3.389525e-03	1.278327e+05
-1.072092e+05	-1.092848e+04	2.090899e-01	-2.580631e-03	1.249690e+05
-1.035492e+05	-4.398766e+05	4.004326e-02	1.051075e-02	1.476969e+05
8.010189e+05	2.602038e+05	1.668167e-02	3.588647e-03	1.755792e+05
-1.977475e+05	-1.072193e+05	1.227254e-01	4.604007e-03	1.508609e+05
-3.583184e+05	-1.388322e+05	8.278364e-02	3.924002e-03	1.473108e+05
3.422354e+05	-1.897708e+05	5.163054e-02	7.548204e-03	1.315462e+05
-8.471027e+04	-2.182892e+04	2.349679e-01	4.316924e-05	1.494695e+05
-1.120403e+05	-4.174649e+04	1.928585e-01	2.387743e-03	1.550039e+05
1.180217e+05	-2.992100e+05	7.043969e-02	1.009401e-02	1.418760e+05
2.477433e+05	-3.527278e+04	1.150522e-01	1.116391e-02	1.532104e+05
-9.881519e+04	-6.408677e+04	1.975491e-01	3.117628e-03	1.463893e+05
-7.547157e+05	5.188204e+05	5.743033e-03	-2.418612e-03	1.435830e+05
-4.857385e+05	2.738679e+05	-8.013909e-03	-3.925771e-03	1.559617e+05
-2.049460e+04	2.415194e+05	9.498430e-02	-5.840231e-03	1.620573e+05
-1.140850e+05	1.266982e+05	1.313667e-01	-6.793282e-03	1.389003e+05
-2.381622e+05	-1.898054e+05	8.740578e-02	6.332436e-03	1.534829e+05
-4.463451e+04	-1.333756e+04	2.706812e-01	-2.571085e-03	1.353048e+05
-5.908791e+05	-2.361136e+05	-2.305197e-03	-8.888081e-03	1.477586e+05
6.509395e+04	-8.521294e+04	1.927401e-01	1.256056e-02	1.625890e+05
-1.199656e+05	-2.121591e+04	1.938986e-01	-6.274348e-03	1.559420e+05
-1.063890e+06	2.994811e+05	1.189499e-02	1.641517e-03	1.437687e+05
7.942149e+05	-5.188723e+05	5.601716e-03	-8.745824e-03	1.650280e+05
-1.825425e+05	7.169436e+05	1.815000e-02	-4.880656e-03	1.273039e+05
-2.626925e+05	1.723663e+05	7.475042e-02	-8.269339e-03	1.227227e+05
1.118702e+06	-2.002868e+05	9.719007e-03	7.133278e-03	1.728763e+05
-2.852470e+04	5.739805e+04	2.539848e-01	-1.071548e-02	1.490679e+05
-9.740806e+04	-4.234534e+04	2.194237e-01	-1.753582e-03	1.637446e+05
9.653612e+04	7.951887e+04	1.970511e-01	9.613476e-04	1.610616e+05
-8.904934e+04	-2.086696e+05	1.267236e-01	6.015091e-03	1.433882e+05
4.012221e+04	-3.659379e+04	2.611878e-01	2.294325e-03	1.499196e+05
4.327654e+05	-1.047485e+06	1.049079e-02	3.228275e-03	1.726627e+05
-3.013172e+05	-5.499010e+04	8.299367e-02	-1.517387e-03	1.289711e+05
-2.827632e+05	8.827026e+04	7.415348e-02	-1.119552e-02	1.263418e+05
-2.791059e+05	-3.406790e+05	5.792378e-02	1.006738e-02	1.491928e+05
6.254699e+05	3.594052e+05	-5.224858e-03	6.843555e-03	1.770332e+05
-1.605692e+05	-3.161160e+04	1.602992e-01	-2.583765e-03	1.482249e+05
5.399825e+05	-8.255392e+04	8.631186e-03	9.701898e-03	1.322839e+05
1.130366e+05	8.539007e+04	1.726694e-01	1.899929e-03	1.504464e+05
8.570808e+04	6.547345e+04	2.031021e-01	1.158371e-04	1.558984e+05
3.157717e+05	-1.919914e+05	6.508064e-02	1.128211e-02	1.427926e+05
4.454876e+05	7.194365e+04	6.053920e-02	3.338993e-03	1.542698e+05
9.893265e+04	4.313264e+04	2.193177e-01	9.151163e-04	1.473010e+05
-5.569709e+05	6.260435e+05	6.004301e-03	-4.612230e-03	1.445463e+05
-2.879920e+05	3.810897e+05	6.541085e-03	8.074433e-03	1.569344e+05
1.772506e+05	3.487389e+05	6.415113e-02	-8.800383e-03	1.630609e+05
8.366337e+04	2.339191e+05	1.105051e-01	-1.223233e-02	1.396948e+05
-4.041193e+04	-8.258477e+04	2.375634e-01	3.396480e-03	1.544983e+05
1.531124e+05	9.388140e+04	1.557319e-01	-6.424205e-03	1.361863e+05
-3.931261e+05	-1.288905e+05	7.632190e-02	-5.091521e-03	1.486525e+05
2.628399e+05	2.200463e+04	1.012011e-01	-3.382212e-04	1.636150e+05
7.778006e+04	8.600249e+04	2.056011e-01	-3.061867e-03	1.569841e+05
-8.661375e+05	4.067086e+05	2.551740e-03	-2.083044e-03	1.447814e+05
9.919604e+05	-4.116596e+05	8.539948e-03	7.848726e-03	1.661600e+05
1.519482e+04	8.241616e+05	1.839499e-02	-2.243182e-03	1.282435e+05
-6.494672e+04	2.795864e+05	8.399112e-02	-6.816336e-03	1.234958e+05
1.316447e+06	-9.307292e+04	4.260486e-04	1.923355e-03	1.739077e+05
1.692215e+05	1.646169e+05	1.105184e-01	-8.607533e-03	1.499780e+05
1.003394e+05	6.487397e+04	1.996722e-01	3.888540e-03	1.647938e+05
2.942816e+05	1.867371e+05	8.453108e-02	-8.096447e-03	1.620672e+05
1.087010e+05	-1.014495e+05	1.623629e-01	1.142067e-02	1.442567e+05
2.378700e+05	7.062533e+04	1.069166e-01	-3.511329e-03	1.509405e+05
6.305216e+05	-9.402680e+05	7.593113e-03	1.755267e-03	1.738246e+05
-1.035688e+05	5.223043e+04	1.869864e-01	4.079575e-03	1.297651e+05
-8.501765e+04	1.954898e+05	1.053099e-01	-7.671584e-03	1.272250e+05
-8.135386e+04	-2.334581e+05	1.005169e-01	4.434915e-03	1.501623e+05
8.232082e+05	4.666195e+05	2.335947e-02	1.660144e-03	1.780759e+05
7.005534e+05	-5.094068e+04	-4.246795e-03	-1.157518e-03	1.302573e+05
2.736064e+05	1.170022e+05	9.442250e-02	-3.962408e-03	1.469841e+05
2.462786e+05	9.708613e+04	1.081928e-01	-7.184798e-04	1.533028e+05
4.763423e+05	-1.603783e+05	1.602975e-02	-1.016443e-03	1.394334e+05
6.060576e+05	1.035559e+05	-9.367991e-03	-2.238195e-03	1.502025e+05
2.595028e+05	7.474499e+04	9.499160e-02	-3.544045e-03	1.442858e+05
-3.964017e+05	6.576543e+05	2.449760e-02	-1.085107e-02	1.411045e+05
-1.274222e+05	4.127014e+05	4.066086e-02	-1.817972e-03	1.537775e+05
3.378218e+05	3.803518e+05	3.431712e-02	1.677213e-03	1.596686e+05
2.442350e+05	2.655325e+05	8.161012e-02	-8.561759e-03	1.372788e+05
1.201581e+05	-5.097239e+04	1.803404e-01	3.821988e-03	1.507323e+05
3.136825e+05	1.254937e+05	7.996811e-02	2.267189e-03	1.330364e+05
-2.325563e+05	-9.727833e+04	1.060386e-01	-1.089938e-02	1.458213e+05
4.234095e+05	5.361659e+04	6.451867e-02	9.429785e-04	1.602668e+05
2.383491e+05	1.176139e+05	1.070673e-01	2.775803e-03	1.533043e+05
-7.055665e+05	4.383211e+05	6.850365e-03	-3.355699e-03	1.404993e+05
1.152530e+06	-3.800467e+05	4.536443e-03	7.503870e-03	1.618449e+05
1.757640e+05	8.557723e+05	1.648566e-02	-5.965603e-03	1.245221e+05
9.562310e+04	3.111982e+05	7.126734e-02	-1.122089e-02	1.209516e+05
1.477021e+06	-6.145697e+04	6.390012e-04	1.933245e-03	1.701412e+05
3.297918e+05	1.962293e+05	8.367406e-02	-6.649484e-03	1.470893e+05
2.609095e+05	9.648625e+04	8.766500e-02	1.900621e-03	1.611525e+05
4.548523e+05	2.183498e+05	5.212543e-02	-7.959499e-03	1.586778e+05
2.692716e+05	-6.983663e+04	9.160380e-02	1.324371e-03	1.414192e+05
3.984409e+05	1.022384e+05	6.870228e-02	-8.258219e-04	1.468963e+05
